ID_BLOCO,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,ID_MENU
9640d83a,Crateus-CE,"-5.179283, -40.665215",Advertência,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/9640d83a.2_7.150142.jpg,,,be9036ba
e9b19a1c,Crateús,"-5.177302, -40.671664",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/e9b19a1c.2_7.150224.jpg,,,54529ef7
b95e4bbb,Crateus-CE,"-5.179530, -40.664872",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/b95e4bbb.2_7.150330.jpg,,,be9036ba
b075c197,Crateús,"-5.176461, -40.671111",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/b075c197.2_7.150518.jpg,,,54529ef7
42418a0d,Crateus-CE,"-5.179896, -40.664412",Advertência,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/42418a0d.2_7.150518.jpg,,,be9036ba
8c1aad9e,Crateus-CE,"-5.180476, -40.663995",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/8c1aad9e.2_7.150642.jpg,,,be9036ba
3cdc78b9,Crateús,"-5.177085, -40.670488",Advertência,1,RUIM,Coluna simples,RUIM,1_BLOCO_Images/3cdc78b9.2_7.150806.jpg,,,54529ef7
c2bc916d,Crateús,"-5.177338, -40.670471",Regulamentar,1,RUIM,Poste H,RUIM,1_BLOCO_Images/c2bc916d.2_7.150839.jpg,,,54529ef7
30edd36c,Crateús,"-5.177338, -40.670467",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/30edd36c.2_7.150900.jpg,,,54529ef7
0b871264,Crateus-CE,"-5.179472, -40.664403",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/0b871264.2_7.150936.jpg,,,be9036ba
4dd0d423,Crateús,"-5.177241, -40.670429",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/4dd0d423.2_7.150941.jpg,,,54529ef7
e7614eb2,Crateús,"-5.177587, -40.670257",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/e7614eb2.2_7.151040.jpg,,,54529ef7
ee17f68b,Crateus-CE,"-5.179396, -40.664433",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/ee17f68b.2_7.151041.jpg,,,be9036ba
4e19fc20,Crateús,"-5.177889, -40.670008",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/4e19fc20.2_7.151132.jpg,,,54529ef7
46cb2a4b,Crateus-CE,"-5.178905, -40.664950",Indicativa,2,RUIM,Poste H,BOM,1_BLOCO_Images/46cb2a4b.2_7.151218.jpg,,,be9036ba
2fdc2c57,Crateús,"-5.178110, -40.669761",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/2fdc2c57.2_7.151222.jpg,,,54529ef7
5cb4ed00,Crateús,"-5.178142, -40.669760",Advertência,2,RUIM,Coluna simples,BOM,1_BLOCO_Images/5cb4ed00.2_7.151249.jpg,,,54529ef7
ac1d8782,Crateus-CE,"-5.178824, -40.665130",Regulamentar,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/ac1d8782.2_7.151320.jpg,,,be9036ba
0edd6ec3,Crateús,"-5.178158, -40.669730",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/0edd6ec3.2_7.151321.jpg,,,54529ef7
0074f3d5,Crateús,"-5.177967, -40.669632",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/0074f3d5.2_7.151345.jpg,,,54529ef7
a4abf72a,Crateus-CE,"-5.178732, -40.665207",Advertência,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/a4abf72a.2_7.151404.jpg,,,be9036ba
9d5a4bde,Crateús,"-5.177946, -40.669663",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/9d5a4bde.2_7.151426.jpg,,Feirante monta barraca na frente da placa,54529ef7
390b8fcf,Crateus-CE,"-5.178712, -40.665152",Advertência,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/390b8fcf.2_7.151440.jpg,,,be9036ba
e772880d,Crateús,"-5.177909, -40.669762",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/e772880d.2_7.151451.jpg,,,54529ef7
70b331f4,Crateus-CE,"-5.178653, -40.665194",Indicativa,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/70b331f4.2_7.151515.jpg,,,be9036ba
ebb68654,Crateus-CE,"-5.178680, -40.665248",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/ebb68654.2_7.151615.jpg,,,be9036ba
4567a109,Crateus-CE,"-5.178542, -40.665300",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/4567a109.2_7.151712.jpg,,,be9036ba
3134e33f,Crateus-CE,"-5.178181, -40.665643",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/3134e33f.2_7.151828.jpg,,,be9036ba
91e8ee7f,Crateús,"-5.178115, -40.671065",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/91e8ee7f.2_7.151907.jpg,,,54529ef7
8630a9be,Crateus-CE,"-5.178152, -40.665666",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/8630a9be.2_7.151914.jpg,,Pintura trincada,be9036ba
69a1b77a,Crateús,"-5.178290, -40.670974",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/69a1b77a.2_7.151941.jpg,,,54529ef7
628639a5,Crateus-CE,"-5.178222, -40.665757",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/628639a5.2_7.152007.jpg,,,be9036ba
5bc2acc2,Crateús,"-5.178420, -40.671141",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/5bc2acc2.2_7.152027.jpg,,,54529ef7
e60784ef,Crateús,"-5.178515, -40.671163",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/e60784ef.2_7.152058.jpg,,,54529ef7
f03f287e,Crateús,"-5.178633, -40.671095",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/f03f287e.2_7.152119.jpg,,,54529ef7
a2511f7c,Crateús,"-5.178488, -40.671023",Regulamentar,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/a2511f7c.2_7.152204.jpg,,,54529ef7
35fa76ca,Crateús,"-5.178594, -40.671241",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/35fa76ca.2_7.152237.jpg,,,54529ef7
793c0c6b,Crateús,"-5.178774, -40.671186",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/793c0c6b.2_7.152322.jpg,,,54529ef7
63c0d14d,Crateus-CE,"-5.177960, -40.665778",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/63c0d14d.2_7.152325.jpg,,Árvores atrapalha a visão,be9036ba
0b518089,Crateús,"-5.178820, -40.671210",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/0b518089.2_7.152342.jpg,,,54529ef7
05c28c13,Crateús,"-5.178924, -40.671264",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/05c28c13.2_7.152409.jpg,,,54529ef7
90a00104,Crateus-CE,"-5.177987, -40.665855",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/90a00104.2_7.152434.jpg,,,be9036ba
6e9b5849,Crateús,"-5.178793, -40.671418",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/6e9b5849.2_7.152444.jpg,,,54529ef7
af787b64,Crateus-CE,"-5.177983, -40.665820",Advertência,1,BOM,Coluna simples,RUIM,1_BLOCO_Images/af787b64.2_7.152519.jpg,,,be9036ba
94097ad1,Crateús,"-5.178739, -40.671421",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/94097ad1.2_7.152521.jpg,,,54529ef7
5060b78e,Crateús,"-5.178672, -40.671562",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/5060b78e.2_7.152549.jpg,,,54529ef7
4a2a7abe,Crateus-CE,"-5.178069, -40.665895",Advertência,1,BOM,Poste cilíndrico,BOM,1_BLOCO_Images/4a2a7abe.2_7.152615.jpg,,,be9036ba
3d91224f,Crateús,"-5.178568, -40.671758",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/3d91224f.2_7.152706.jpg,,,54529ef7
fdbe608f,Crateus-CE,"-5.178080, -40.665982",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/fdbe608f.2_7.152715.jpg,,,be9036ba
38ec5ce1,Crateús,"-5.178447, -40.671702",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/38ec5ce1.2_7.152734.jpg,,,54529ef7
8e0a4bbf,Crateus-CE,"-5.178064, -40.666075",Advertência,1,BOM,Coluna simples,BOM,1_BLOCO_Images/8e0a4bbf.2_7.152823.jpg,,,be9036ba
b872ff39,Crateús,"-5.178429, -40.672039",Advertência,1,BOM,Barrote simples,BOM,1_BLOCO_Images/b872ff39.2_7.152830.jpg,,,54529ef7
2c8d7183,Crateús,"-5.178351, -40.672146",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/2c8d7183.2_7.152907.jpg,,,54529ef7
2fcb67d3,Crateus-CE,"-5.178003, -40.665904",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/2fcb67d3.2_7.152945.jpg,,Barrote danificado,be9036ba
3953ccdf,Crateus-CE,"-5.177992, -40.665912",Regulamentar,1,BOM,Barrote simples,RUIM,1_BLOCO_Images/3953ccdf.2_7.153404.jpg,,Barrote danificado,be9036ba
f26a0156,Crateus-CE,"-5.177874, -40.666015",Advertência,2,RUIM,Coluna simples,RUIM,1_BLOCO_Images/f26a0156.2_7.153607.jpg,,,be9036ba
84af5c7e,Crateus-CE,"-5.177817, -40.666023",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/84af5c7e.2_7.153648.jpg,,,be9036ba
5990272a,Crateus-CE,"-5.177813, -40.666037",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/5990272a.2_7.153731.jpg,,,be9036ba
1a9c432c,Crateus-CE,"-5.177998, -40.666210",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/1a9c432c.2_7.154319.jpg,,,be9036ba
ab06f054,Crateus-CE,"-5.178003, -40.666225",Regulamentar,1,RUIM,Poste H,RUIM,1_BLOCO_Images/ab06f054.2_7.154400.jpg,,,be9036ba
0bab5246,Crateus-CE,"-5.178027, -40.666243",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/0bab5246.2_7.154445.jpg,,,be9036ba
0e104d78,Crateus-CE,"-5.178039, -40.666367",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/0e104d78.2_7.154533.jpg,,,be9036ba
cd817dc7,Crateus-CE,"-5.178075, -40.666276",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/cd817dc7.2_7.154723.jpg,,,be9036ba
65a655f5,Crateus-CE,"-5.178068, -40.666248",Advertência,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/65a655f5.2_7.154857.jpg,,Suporte está inclinado,be9036ba
33c82e25,Crateus-CE,"-5.178068, -40.666237",Regulamentar,2,RUIM,Coluna simples,RUIM,1_BLOCO_Images/33c82e25.2_7.154943.jpg,,,be9036ba
b4605dce,Crateus-CE,"-5.178555, -40.667621",Regulamentar,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/b4605dce.2_7.155216.jpg,,,be9036ba
12f2ffe6,Crateus-CE,"-5.178369, -40.668865",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/12f2ffe6.2_7.155417.jpg,,,be9036ba
718a6a9e,Crateus-CE,"-5.178359, -40.668937",Regulamentar,2,RUIM,Barrote simples,BOM,1_BLOCO_Images/718a6a9e.2_7.155504.jpg,,,be9036ba
83787502,Crateus-CE,"-5.178456, -40.668863",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/83787502.2_7.155639.jpg,,,be9036ba
4a205848,Crateus-CE,"-5.178564, -40.668505",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/4a205848.2_7.155803.jpg,,,be9036ba
c4a90d91,Crateús,"-5.178305, -40.669048",Regulamentar,2,BOM,Poste H,BOM,1_BLOCO_Images/c4a90d91.2_7.155836.jpg,,,54529ef7
de5bb5f2,Crateús,"-5.178340, -40.669068",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/de5bb5f2.2_7.155911.jpg,,,54529ef7
dffdf8d2,Crateus-CE,"-5.178351, -40.668939",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/dffdf8d2.2_7.155924.jpg,,,be9036ba
c638f679,Crateús,"-5.178372, -40.669073",Regulamentar,2,RUIM,Barrote simples,BOM,1_BLOCO_Images/c638f679.2_7.155942.jpg,,,54529ef7
727598be,Crateus-CE,"-5.178352, -40.668985",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/727598be.2_7.160021.jpg,,,be9036ba
fb511be8,Crateús,"-5.178469, -40.669195",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/fb511be8.2_7.160151.jpg,,,54529ef7
86c74fe0,Crateús,"-5.178266, -40.669669",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/86c74fe0.2_7.160335.jpg,,,54529ef7
3465986c,Crateús,"-5.178182, -40.669625",Advertência,2,RUIM,Coluna simples,BOM,1_BLOCO_Images/3465986c.2_7.160449.jpg,,,54529ef7
02f4081d,Crateus-CE,"-5.178222, -40.669598",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/02f4081d.2_7.160451.jpg,,,be9036ba
febd3205,Crateus-CE,"-5.175563, -40.671150",Regulamentar,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/febd3205.2_7.160948.jpg,,,be9036ba
6fa9b4d3,Crateus-CE,"-5.175654, -40.671288",Advertência,2,RUIM,Coluna simples,RUIM,1_BLOCO_Images/6fa9b4d3.2_7.161029.jpg,,,be9036ba
2c4cc099,Crateus-CE,"-5.175480, -40.671382",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/2c4cc099.2_7.161225.jpg,,,be9036ba
49a240a9,Crateús,"-5.175292, -40.671233",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/49a240a9.2_7.161302.jpg,,,54529ef7
90c015af,Crateus-CE,"-5.175453, -40.671372",Advertência,2,RUIM,Coluna simples,RUIM,1_BLOCO_Images/90c015af.2_7.161305.jpg,,,be9036ba
51d0c8d5,Crateús,"-5.175368, -40.671399",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/51d0c8d5.2_7.161330.jpg,,,54529ef7
5964352c,Crateus-CE,"-5.175134, -40.671201",Advertência,1,RUIM,Poste H,BOM,1_BLOCO_Images/5964352c.2_7.161529.jpg,,,be9036ba
f682c0b2,Crateús,"-5.174144, -40.670590",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/f682c0b2.2_7.161723.jpg,,,54529ef7
a45154e6,Crateus-CE,"-5.174080, -40.670735",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/a45154e6.2_7.161738.jpg,,,be9036ba
48e0e16b,Crateús,"-5.174127, -40.670568",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/48e0e16b.2_7.161748.jpg,,,54529ef7
7f76a708,Crateus-CE,"-5.174012, -40.670675",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/7f76a708.2_7.161820.jpg,,,be9036ba
a6d60afd,Crateús,"-5.174054, -40.670543",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/a6d60afd.2_7.161820.jpg,,,54529ef7
bf5eae04,Crateús,"-5.174251, -40.670471",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/bf5eae04.2_7.161914.jpg,,,54529ef7
b660a5d0,Crateús,"-5.174418, -40.670208",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/b660a5d0.2_7.162001.jpg,,,54529ef7
309b017e,Crateus-CE,"-5.174567, -40.669891",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/309b017e.2_7.162022.jpg,,,be9036ba
6dfe75a6,Crateús,"-5.174585, -40.669947",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/6dfe75a6.2_7.162042.jpg,,,54529ef7
38094924,Crateus-CE,"-5.174629, -40.669758",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/38094924.2_7.162118.jpg,,,be9036ba
f48cc60b,Crateús,"-5.174721, -40.669880",Regulamentar,2,BOM,Poste H,BOM,1_BLOCO_Images/f48cc60b.2_7.162132.jpg,,,54529ef7
f3c1b8d1,Crateus-CE,"-5.174675, -40.669823",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/f3c1b8d1.2_7.162156.jpg,,,be9036ba
7833b2fa,Crateus-CE,"-5.175713, -40.670635",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/7833b2fa.2_7.162403.jpg,,,be9036ba
5c962ebb,Crateús,"-5.175847, -40.670683",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/5c962ebb.2_7.162429.jpg,,,54529ef7
8cc2d239,Crateus-CE,"-5.175848, -40.670709",Regulamentar,1,RUIM,Barrote simples,RUIM,1_BLOCO_Images/8cc2d239.2_7.162450.jpg,,,be9036ba
22c70b33,Crateus-CE,"-5.176161, -40.670833",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/22c70b33.2_7.162608.jpg,,,be9036ba
e4a47962,Crateus-CE,"-5.175791, -40.670689",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/e4a47962.2_7.162722.jpg,,,be9036ba
8b69d065,Crateus-CE,"-5.175949, -40.670404",Regulamentar,1,RUIM,Poste H,RUIM,1_BLOCO_Images/8b69d065.2_7.162847.jpg,,,be9036ba
d38ccbad,Crateus-CE,"-5.176144, -40.670058",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/d38ccbad.2_7.163207.jpg,,,be9036ba
addd5d1c,Crateus-CE,"-5.176213, -40.669860",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/addd5d1c.2_7.163259.jpg,,,be9036ba
261d57cd,Crateus-CE,"-5.176184, -40.669786",Regulamentar,2,BOM,Poste H,BOM,1_BLOCO_Images/261d57cd.2_7.163341.jpg,,,be9036ba
82bd4d0f,Crateús,"-5.176784, -40.668715",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/82bd4d0f.2_7.163426.jpg,,,54529ef7
520f89b7,Crateus-CE,"-5.176314, -40.669757",Regulamentar,3,RUIM,Poste H,BOM,1_BLOCO_Images/520f89b7.2_7.163443.jpg,,,be9036ba
c11267ac,Crateús,"-5.176809, -40.668685",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/c11267ac.2_7.163502.jpg,,,54529ef7
85a48b4e,Crateus-CE,"-5.176328, -40.669582",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/85a48b4e.2_7.163523.jpg,,,be9036ba
52bd805e,Crateús,"-5.176655, -40.668801",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/52bd805e.2_7.163538.jpg,,,54529ef7
d8c99e33,Crateus-CE,"-5.176481, -40.669353",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/d8c99e33.2_7.163616.jpg,,,be9036ba
ba6f7522,Crateús,"-5.176687, -40.669014",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/ba6f7522.2_7.163638.jpg,,,54529ef7
8e9169c3,Crateus-CE,"-5.176468, -40.669338",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/8e9169c3.2_7.163647.jpg,,,be9036ba
b02a36f6,Crateús,"-5.176681, -40.669020",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/b02a36f6.2_7.163700.jpg,,,54529ef7
9c3b654a,Crateús,"-5.176679, -40.669020",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/9c3b654a.2_7.163732.jpg,,,54529ef7
388ef542,Crateús,"-5.176914, -40.668443",Regulamentar,2,RUIM,Barrote simples,BOM,1_BLOCO_Images/388ef542.2_7.165148.jpg,,,54529ef7
324df2ac,Crateús,"-5.176848, -40.668409",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/324df2ac.2_7.165211.jpg,,,54529ef7
df3e95e6,Crateús,"-5.176998, -40.668260",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/df3e95e6.2_7.165252.jpg,,,54529ef7
9c558afb,Crateús,"-5.177065, -40.668256",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/9c558afb.2_7.165347.jpg,,,54529ef7
5c6b1d4c,Crateús,"-5.177023, -40.668140",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/5c6b1d4c.2_7.165429.jpg,,,54529ef7
e884832d,Crateús,"-5.177132, -40.668011",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/e884832d.2_7.165454.jpg,,,54529ef7
0c8f62de,Crateus-CE,"-5.176636, -40.665305",Advertência,1,BOM,Poste H,BOM,1_BLOCO_Images/0c8f62de.2_7.165506.jpg,,,be9036ba
f6c651df,Crateús,"-5.177174, -40.667985",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/f6c651df.2_7.165515.jpg,,,54529ef7
806e1b93,Crateús,"-5.177150, -40.667962",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/806e1b93.2_7.165544.jpg,,,54529ef7
85d382d7,Crateús,"-5.177149, -40.667914",Regulamentar,2,BOM,Poste H,BOM,1_BLOCO_Images/85d382d7.2_7.165611.jpg,,,54529ef7
376111df,Crateús,"-5.177155, -40.667881",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/376111df.2_7.165634.jpg,,,54529ef7
e03f7791,Crateus-CE,"-5.176864, -40.665533",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/e03f7791.2_7.165640.jpg,,,be9036ba
6a2d7564,Crateús,"-5.177179, -40.667867",Regulamentar,1,BOM,Coluna simples,BOM,1_BLOCO_Images/6a2d7564.2_7.165656.jpg,,,54529ef7
4a6a4119,Crateús,"-5.177245, -40.667752",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/4a6a4119.2_7.165734.jpg,,,54529ef7
acdeb5e3,Crateus-CE,"-5.177256, -40.665843",Advertência,1,RUIM,Poste H,BOM,1_BLOCO_Images/acdeb5e3.2_7.165845.jpg,,,be9036ba
294482fe,Crateús,"-5.177324, -40.667587",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/294482fe.2_7.165919.jpg,,,54529ef7
c8d50d40,Crateús,"-5.177479, -40.667269",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/c8d50d40.2_7.170008.jpg,,,54529ef7
8fbfc37e,Crateus-CE,"-5.177498, -40.665796",Advertência,1,BOM,Poste cilíndrico,BOM,1_BLOCO_Images/8fbfc37e.2_7.170022.jpg,,,be9036ba
abb01ecb,Crateús,"-5.177590, -40.667173",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/abb01ecb.2_7.170037.jpg,,,54529ef7
da30aeff,Crateús,"-5.177502, -40.666990",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/da30aeff.2_7.170122.jpg,,,54529ef7
c24713ae,Crateús,"-5.177812, -40.667119",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/c24713ae.2_7.170206.jpg,,,54529ef7
e9e367f5,Crateus-CE,"-5.177860, -40.666656",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/e9e367f5.2_7.170306.jpg,,,be9036ba
cf6bf3e9,Crateús,"-5.178664, -40.668886",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/cf6bf3e9.2_7.170655.jpg,,,54529ef7
58132449,Crateús,"-5.178766, -40.668517",Regulamentar,2,RUIM,Poste H,BOM,1_BLOCO_Images/58132449.2_7.170801.jpg,,,54529ef7
b72c3251,Crateús,"-5.178797, -40.668463",Regulamentar,2,RUIM,Barrote simples,BOM,1_BLOCO_Images/b72c3251.2_7.170823.jpg,,,54529ef7
38c22976,Crateús,"-5.178706, -40.668456",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/38c22976.2_7.170843.jpg,,,54529ef7
0aa883a7,Crateús,"-5.178746, -40.668224",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/0aa883a7.2_7.170942.jpg,,,54529ef7
5255fe07,Crateús,"-5.178704, -40.666830",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/5255fe07.2_7.171115.jpg,,,54529ef7
20e641fc,Crateús,"-5.175311, -40.664003",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/20e641fc.2_7.121647.jpg,,,54529ef7
770e39a9,Crateús,"-5.175273, -40.663807",Regulamentar,2,BOM,Barrote simples,BOM,1_BLOCO_Images/770e39a9.2_7.122020.jpg,,,54529ef7
f322bd4c,Crateús,"-5.174128, -40.663947",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/f322bd4c.2_7.122331.jpg,,,54529ef7
395227d6,Crateús,"-5.174649, -40.664531",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/395227d6.2_7.122531.jpg,,,54529ef7
d71ac5a5,Crateús,"-5.174228, -40.664968",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/d71ac5a5.2_7.122713.jpg,,,54529ef7
d8370093,Crateús,"-5.174216, -40.665001",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/d8370093.2_7.122747.jpg,,,54529ef7
8266d8b5,Crateús,"-5.174312, -40.665090",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/8266d8b5.2_7.122840.jpg,,,54529ef7
6bd39877,Crateús,"-5.173944, -40.665628",Regulamentar,1,RUIM,Barrote simples,BOM,1_BLOCO_Images/6bd39877.2_7.123042.jpg,,,54529ef7
682d02a2,Crateús,"-5.173887, -40.665796",Regulamentar,1,BOM,Barrote simples,BOM,1_BLOCO_Images/682d02a2.2_7.123205.jpg,,,54529ef7
c0a877b5,Crateús,"-5.173791, -40.665750",Regulamentar,3,RUIM,Poste H,BOM,1_BLOCO_Images/c0a877b5.2_7.123301.jpg,,,54529ef7
3c0315dd,Crateús,"-5.173782, -40.665814",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/3c0315dd.2_7.123434.jpg,,Árvore atrapalha visão da placa,54529ef7
2e663b09,Crateús,"-5.173549, -40.665472",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/2e663b09.2_7.123546.jpg,,,54529ef7
cf1d16b8,Crateús,"-5.173504, -40.665555",Regulamentar,1,BOM,Poste H,BOM,1_BLOCO_Images/cf1d16b8.2_7.123629.jpg,,,54529ef7
6734ee09,Crateús,"-5.173514, -40.664737",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/6734ee09.2_7.124103.jpg,,,54529ef7
35638b62,Crateús,"-5.173998, -40.665851",Regulamentar,1,RUIM,Coluna simples,BOM,1_BLOCO_Images/35638b62.2_7.124341.jpg,,Árvore atrapalha visão da placa,54529ef7
7b7f278d,Crateús,"-5.174041, -40.665871",Regulamentar,1,RUIM,Poste H,BOM,1_BLOCO_Images/7b7f278d.2_7.124430.jpg,,,54529ef7
